Entity,Code,Year,GDP,Population,Annual CO₂ emissions,Military expenditure $,Market_cap,GDP_per_capita,CO2_per_GDP,CO2_per_Capita,Military_per_GDP
Chile,CHL,2007,332228872200,16671572.0,70476430.0,6262168600.0,123.43261,19927.86716213684,212.13216519476236,4.227341608817693,1.884895962994513
Chile,CHL,2008,344818329170,16838987.0,70552540.0,6532843000.0,73.26955,20477.379617313083,204.60785878124437,4.189832796949128,1.8945753306458435
Chile,CHL,2009,340963131865,17009728.0,65959824.0,5676934700.0,134.32018,20045.18425368119,193.4514844441186,3.877770649830497,1.6649702473544001
Chile,CHL,2010,360915104439,17181462.0,71347520.0,5119672000.0,157.47385,21006.07645839452,197.68504870667942,4.152587247813952,1.4185252811621523
Chile,CHL,2011,383378088028,17351811.0,78071464.0,5633916400.0,107.52101,22094.413547266045,203.64091333852667,4.499326554444375,1.4695457502486493
Chile,CHL,2012,406976312912,17519114.0,79620824.0,5448051700.0,117.33939,23230.416384755532,195.63994629145975,4.544797413841819,1.3386655505864846
Chile,CHL,2013,420441157779,17687006.0,81736820.0,5529330700.0,95.58574,23771.18873476947,194.40727551931062,4.621292037781861,1.3151259332480547
Chile,CHL,2014,427978193980,17864191.0,77589860.0,4946942500.0,89.861534,23957.32300331988,181.29395630756338,4.343317869810058,1.1558865777706369
Chile,CHL,2015,437188038621,18047628.0,81782160.0,4951476700.0,78.51174,24224.127326926286,187.06403829793996,4.531463082018313,1.1325736897144283
Chile,CHL,2016,444852114329,18267225.0,84250500.0,4940113000.0,85.215225,24352.473587477027,189.3899057377318,4.6121126772128775,1.11050680459314
Chile,CHL,2017,450891850924,18558865.0,84138260.0,5497997000.0,106.70693,24295.227694366007,186.60408217087496,4.533588665039591,1.2193604716370698
Chile,CHL,2018,468882568677,18893186.0,84438856.0,5763716600.0,85.48799,24817.5489659076,180.08529563863473,4.469275642551764,1.2292452279177097
Chile,CHL,2019,472366975858,19197747.0,91977080.0,6209188000.0,146.46251,24605.333941425524,194.71530547395756,4.791035114693407,1.3144839324810391
Chile,CHL,2020,443338859115,19370619.0,80178160.0,6468425700.0,145.29039,22887.18079246719,180.85073832700544,4.139163544541349,1.4590252054404553
Chile,CHL,2021,495375452094,19456323.0,83655176.0,7251662000.0,82.25496,25460.897832236853,168.8722677847307,4.299639556765171,1.463871891379866
Chile,CHL,2022,507464611471,19553032.0,82536910.0,7118584000.0,94.41122,25953.244052942788,162.64564687722412,4.22118216755335,1.4027744672412106
China,CHN,2002,5152785033897,1286866839.0,4103046400.0,75029370000.0,0.0,4004.132267407817,796.2774253163259,3.1884001325175184,1.4560935398319157
China,CHN,2003,5670023166412,1294517315.0,4841118700.0,85580620000.0,30.897114,4380.028834463292,853.8093333864574,3.739709499366565,1.5093522105334811
China,CHN,2004,6243467841554,1302100319.0,5217351000.0,95596250000.0,22.89723,4794.920752610614,835.6495352271088,4.006873298369878,1.5311402641293348
China,CHN,2005,6954885516805,1310027138.0,5882106400.0,73203800000.0,17.579138,5308.962932953378,845.7517216907657,4.4900645409377775,1.0525521926007064
China,CHN,2006,7839613419877,1318054037.0,6494330400.0,63556674000.0,41.62084,5947.869510510061,828.3993166721597,4.927211038161707,0.8107118373828843
China,CHN,2007,8955257903426,1325813580.0,6983547400.0,67740570000.0,126.1536,6754.5377710085,779.8264969374377,5.267367528397167,0.7564334911458507
China,CHN,2008,9819501089996,1333821009.0,7501497300.0,78497320000.0,38.716885,7361.933140757719,763.9387410061437,5.624065934921857,0.799402324828623
China,CHN,2009,10742409055840,1342522709.0,7891078000.0,95314940000.0,70.03859,8001.659103287467,734.5724742915181,5.8777985259391246,0.8872771415102929
China,CHN,2010,11884957832396,1351561511.0,8620576000.0,104728300000.0,66.169106,8793.501247015016,725.3350093091663,6.378234308863801,0.8811836060076862
China,CHN,2011,13020070209495,1360250657.0,9532332000.0,118215295000.0,45.18424,9571.816887198165,732.1260059756409,7.007776067554585,0.9079466784579276
China,CHN,2012,14043934216173,1369520865.0,9779292000.0,133150580000.0,43.334454,10254.633262687094,696.3356456581919,7.140666673961189,0.9481002826591407
China,CHN,2013,15134607226975,1379008046.0,9956329000.0,155933460000.0,41.263836,10974.995592574664,657.8518259961479,7.219920890874918,1.0303105832972903
China,CHN,2014,16258467389910,1387951973.0,9990257000.0,174959200000.0,57.323048,11713.99854331271,614.4648668545444,7.197840555250971,1.0761112705406637
China,CHN,2015,17403279549596,1396134164.0,9863457000.0,193268000000.0,74.0222,12465.334634985697,566.7585222596146,7.0648346371960855,1.1105263203364824
China,CHN,2016,18595188781722,1404052626.0,9762714000.0,204179390000.0,65.16989,13243.940032858854,525.0129006270797,6.9532393723823285,1.0980226788592573
China,CHN,2017,19887033884256,1412354742.0,10006343000.0,224756660000.0,70.762955,14080.764055137077,503.1591467203029,7.084865227152684,1.130166827834157
China,CHN,2018,21229363693439,1419008963.0,10332993000.0,239323500000.0,45.51941,14960.69739302908,486.7311686404168,7.281837725784682,1.1273230015554525
China,CHN,2019,22492617140169,1423520354.0,10713984000.0,270765690000.0,60.010723,15800.699355626495,476.3333645539258,7.526400286370616,1.2037980654391984
China,CHN,2020,22996145494904,1426106083.0,10905693000.0,300754100000.0,83.585106,16125.129658327107,474.240041767727,7.647182162675061,1.3078456999093513
China,CHN,2021,24938967813965,1426437276.0,11447913000.0,328040220000.0,81.01613,17483.396033997782,459.0371616578913,8.025528491587176,1.3153720813429506
China,CHN,2022,25684414532114,1425179562.0,11350538000.0,358122060000.0,64.13984,18021.87964025406,441.9231742973187,7.964286257425294,1.3943166177770148
Colombia,COL,2002,373497170269,40324683.0,55901212.0,4746138000.0,0.0,9262.246903937224,149.6697068942687,1.386277779294632,1.2707293060832932
Colombia,COL,2003,388131804951,40937426.0,57378090.0,4869899000.0,0.0,9481.099396698757,147.8314563972508,1.401604732061073,1.254702381479612
Colombia,COL,2004,408830959761,41543177.0,54646776.0,5518597000.0,0.0,9841.109642649622,133.66594357713555,1.315421206230809,1.3498481140533332
Colombia,COL,2005,428572430142,42128977.0,60161604.0,6231161300.0,34.684498,10172.865819694602,140.3767479398208,1.4280338209968877,1.4539342388252585
Colombia,COL,2006,457359077552,42691081.0,62304364.0,7083217000.0,34.738422,10713.223156658882,136.2263636123331,1.4594234331990796,1.5487212012742142
Colombia,COL,2007,488176822634,43235374.0,60491492.0,8670218000.0,49.43809,11291.143743407887,123.91307656437468,1.3991203591762615,1.7760404832861776
Colombia,COL,2008,504205845899,43758804.0,66963988.0,10608523000.0,36.17101,11522.386349933147,132.81081237882728,1.530297491677332,2.104006347067433
Colombia,COL,2009,509952020992,44271541.0,72460616.0,11086916000.0,60.446823,11518.732112622869,142.09300682649268,1.636731280711462,2.1741096306340415
Colombia,COL,2010,532872625250,44777325.0,76266460.0,10222193000.0,72.77585,11900.501542912623,143.12324631842213,1.7032384136390462,1.9183182838871118
Colombia,COL,2011,569896039653,45259614.0,76224170.0,8819752000.0,60.09429,12591.712329959331,133.75100842324085,1.6841542219074161,1.5476071750507683
Colombia,COL,2012,592193995936,45715807.0,80255270.0,9725343000.0,70.7061,12953.812582505652,135.52192448886868,1.755525610649288,1.6422562651329284
Colombia,COL,2013,622597197313,46151584.0,88104664.0,13062563000.0,53.04805,13490.267144741987,141.5115011443055,1.9090279544901427,2.098076100627389
Colombia,COL,2014,650608032006,46565426.0,94077870.0,14075167000.0,38.491592,13971.911950424334,144.59992095383845,2.0203373636053494,2.1633866026219297
Colombia,COL,2015,669839363772,46969937.0,98063710.0,12474975000.0,29.287115,14261.023253490845,146.39884620662414,2.087797350036897,1.8623830838711701
Colombia,COL,2016,683821473440,47437513.0,94208056.0,11457912000.0,36.721344,14415.204975859506,137.7670337348159,1.9859400302035226,1.675570663547661
Colombia,COL,2017,693117074956,48131076.0,86610450.0,12814962000.0,38.95163,14400.61458330996,124.95789402605347,1.7994704710112859,1.8488885158129325
Colombia,COL,2018,710890844417,49024463.0,86730980.0,13075181000.0,31.073889,14500.736997710714,122.00323113055126,1.769136767495036,1.8392670411619843
Colombia,COL,2019,733545907627,49907987.0,94497930.0,13205503000.0,40.87533,14697.966231877876,128.82347105677147,1.8934430274657241,1.800228569568253
Colombia,COL,2020,680346964554,50629997.0,89731500.0,12959745000.0,39.325264,13437.626009616393,131.89079201495858,1.7722991372091135,1.9048729067962746
Colombia,COL,2021,755295301055,51188174.0,94323270.0,12596986000.0,28.425268,14755.269470151445,124.8826384438627,1.8426769823826887,1.6678226360477115
Colombia,COL,2022,810103779460,51737944.0,98292510.0,12508311000.0,19.810764,15657.827057449364,121.33323222553035,1.8998147665086962,1.5440380994565666
Congo,COG,2002,15154823351,3350772.0,2720283.0,61553560.0,0.0,4522.785600154233,179.49948587295808,0.8118376899413031,0.406164813501032
Congo,COG,2003,15278072085,3445757.0,3258111.0,88475430.0,0.0,4433.879720769631,213.25406647340085,0.9455428807080708,0.5791007498051086
Congo,COG,2004,15809234370,3565564.0,3548607.0,101221680.0,0.0,4433.8663869166285,224.46419079812782,0.9952442306462597,0.6402693364587017
Congo,COG,2005,17035360485,3696399.0,4352130.0,105827530.0,0.0,4608.636807065471,255.47624917195876,1.1773972452649186,0.6212227213693741
Congo,COG,2006,18395844979,3837410.0,4785876.0,120849900.0,0.0,4793.817960290926,260.1607050648326,1.2471630605017447,0.6569412828709834
Congo,COG,2007,17179144748,3980430.0,4259311.0,139173580.0,0.0,4315.901736244577,247.9349852672887,1.0700630333908647,0.8101310166572908
Congo,COG,2008,18262526202,4113514.0,4270264.0,161070990.0,0.0,4439.641192907086,233.82657759211577,1.038106105874442,0.8819754081029627
Congo,COG,2009,20387789129,4281219.0,4943653.0,181241440.0,0.0,4762.145811508358,242.48107377999358,1.1547302298714455,0.8889705443450882
Congo,COG,2010,22412554583,4462303.0,5499943.0,251578780.0,0.0,5022.642922948083,245.3956321503719,1.2325346351424364,1.1224904286047936
Congo,COG,2011,22906957464,4609728.0,5046421.0,323395600.0,0.0,4969.26444770711,220.3007976039956,1.094732921335055,1.4117789344492406
Congo,COG,2012,25185547604,4740456.0,5018026.0,380367260.0,0.0,5312.895553507932,199.2422828719051,1.0585534387409143,1.5102600347652937
Congo,COG,2013,25006117086,4857106.0,5890374.0,506187200.0,0.0,5148.357290534734,235.55732302388532,1.2127332613288653,2.0242534986905083
Congo,COG,2014,26668039984,4975887.0,5471087.0,736805950.0,0.0,5359.4545020817395,205.1551971304409,1.0995199448862083,2.7628800258363975
Congo,COG,2015,26778763835,5097583.0,5636681.0,724619460.0,0.0,5253.227624739018,210.49070953129007,1.1057556100606896,2.705948132874297
Congo,COG,2016,24452963006,5222545.0,5729264.0,666036200.0,0.0,4682.192878376347,234.29733233531724,1.0970253008829987,2.7237443570195374
Congo,COG,2017,23084875058,5351012.0,5652616.0,545692700.0,0.0,4314.113864442838,244.8623172444289,1.0563639177037913,2.3638538160980502
Congo,COG,2018,22552926173,5483129.0,6546503.0,412048740.0,0.0,4113.148928832424,290.27288741969846,1.1939356159594277,1.8270300573825233
Congo,COG,2019,22806528657,5616656.0,7293597.0,401280450.0,0.0,4060.517264543173,319.80303139037244,1.2985657302138496,1.7594981508807352
Congo,COG,2020,21377066072,5752791.0,7677297.0,397155970.0,0.0,3715.946932888749,359.1370758803912,1.3345343156043736,1.8578600480643168
Congo,COG,2021,21594058463,5892186.0,7414592.0,388051840.0,0.0,3664.8636792864313,343.3625972951965,1.2583771116526192,1.7970306075854214
Congo,COG,2022,21912647905,6035107.0,8111232.0,356112320.0,0.0,3630.863198448677,370.162110720959,1.3440079852768145,1.6251450830766223
Costa Rica,CRI,2002,53536385097,4075712.0,6245400.0,144048300.0,0.0,13135.468133420614,116.65711064884677,1.5323457594648493,0.26906616824988433
Costa Rica,CRI,2003,55847647135,4138790.0,6582545.0,132766250.0,3.013532,13493.713654232275,117.86611142431973,1.5904515570976059,0.2377293526423152
Costa Rica,CRI,2004,58318681906,4200080.0,6841678.0,143456930.0,8.373187,13885.135975029047,117.3153743602718,1.6289399249538103,0.24598794984980743
Costa Rica,CRI,2005,60637821316,4261240.0,6723403.0,138099020.0,7.5358863,14230.088264448847,110.87804367116915,1.577804348030151,0.2277440333489702
Costa Rica,CRI,2006,65080569800,4321339.0,7006724.0,152294930.0,8.275436,15060.278723793714,107.66230261247651,1.6214242853893204,0.23400982884449179
Costa Rica,CRI,2007,70427024506,4380249.0,7960740.0,188756130.0,8.115471,16078.315298057256,113.03530222722654,1.817417229020542,0.2680166190805335
Costa Rica,CRI,2008,73763980087,4440057.0,7989944.0,199229500.0,6.185786,16613.295749806817,108.31769097297028,1.7995138350701354,0.27009049642524885
Costa Rica,CRI,2009,73119684221,4499788.0,7747752.0,249889490.0,4.7762103,16249.584251746972,105.95986679295372,1.7218037827559876,0.3417540607050812
Costa Rica,CRI,2010,77039150445,4555965.0,7492647.0,274047900.0,3.8368907,16909.513230457214,97.25765350111396,1.64457957864031,0.3557254959550067
Costa Rica,CRI,2011,80431306915,4609834.0,7310815.0,329287230.0,3.5040421,17447.7664304181,90.89514121318564,1.5859171935475334,0.4094018145794791
Costa Rica,CRI,2012,84358439802,4663932.0,7260085.0,398659970.0,0.0,18087.407749941467,86.0623432230414,1.5566446937905614,0.47257864291433754
Costa Rica,CRI,2013,86462985573,4716153.0,7631517.0,461243140.0,3.8272476,18333.37162153136,88.26339906521932,1.6181656956421897,0.5334573366201611
Costa Rica,CRI,2014,89525599524,4767126.0,7748309.0,515875360.0,4.904914,18779.784617398407,86.54852959597143,1.625362744764875,0.5762322316106963
Costa Rica,CRI,2015,92795146906,4818044.0,7406021.0,539257600.0,4.1698084,19259.92101898613,79.8104345640207,1.537142666193999,0.5811269424965287
Costa Rica,CRI,2016,96696554846,4867002.0,7855934.0,533598560.0,4.95828,19867.78613322945,81.2431633423905,1.6141217940736412,0.5518278917483823
Costa Rica,CRI,2017,100716906503,4913177.0,8029008.0,520667360.0,4.9751434,20499.3442131232,79.71857237057658,1.634178455203222,0.5169612313147159
Costa Rica,CRI,2018,103351564495,4957814.0,8012376.0,553564300.0,3.8467057,20846.196427498086,77.525444720168,1.6161106487657666,0.5356128885951994
Costa Rica,CRI,2019,105850100780,4999551.0,7698382.0,570022340.0,3.4421456,21171.92139454123,72.72909466567633,1.5398146753578472,0.5385184669637119
Costa Rica,CRI,2020,101326750925,5034323.0,6770508.0,591988200.0,3.0471375,20127.185110093254,66.81856408295764,1.344869608088317,0.584236832421655
Costa Rica,CRI,2021,109367800971,5059992.0,7647175.0,639700500.0,3.1419907,21614.224087903698,69.92163079175128,1.5113017965245794,0.5849075270057073
Costa Rica,CRI,2022,114345667442,5081765.0,7847264.0,650052400.0,3.223488,22501.171825536992,68.62755866093832,1.5442004893968926,0.5684976217657994
Cote d'Ivoire,CIV,2002,65935956228,18654774.0,7450165.0,214270600.0,7.2819433,3534.535247009693,112.99092977795101,0.399370423892565,0.3249677600171195
Cote d'Ivoire,CIV,2003,62819910904,19125546.0,5300525.0,281885250.0,7.7645826,3284.6074514160277,84.37651253756385,0.2771437218053801,0.4487195953378075
Cote d'Ivoire,CIV,2004,64820749080,19594996.0,7386261.0,300376580.0,8.858397,3308.025634707963,113.94902257121524,0.3769462877154963,0.4633957247690603
Cote d'Ivoire,CIV,2005,65466406240,20068468.0,7564355.0,324555230.0,9.703448,3262.1526585885877,115.54559711539773,0.3769273768182006,0.49575843343252995
Cote d'Ivoire,CIV,2006,67309664360,20546810.0,6887238.0,353372380.0,16.436028,3275.9179824021344,102.3216809277817,0.3351974345409336,0.5249950112810219
Cote d'Ivoire,CIV,2007,68051033040,21030560.0,6653270.0,392465150.0,28.877413,3235.8164994179897,97.76883175438712,0.3163619989196674,0.5767218107759088
Cote d'Ivoire,CIV,2008,71305686645,21514445.0,6712605.0,419907740.0,20.79858,3314.316806452595,94.13842451891867,0.3120045625160212,0.5888839442645549
Cote d'Ivoire,CIV,2009,73875059830,21997937.0,5659943.0,425612770.0,18.0729,3358.272179341181,76.61507162260935,0.2572942635484409,0.5761251103950544
Cote d'Ivoire,CIV,2010,78934060421,22488068.0,6224746.0,450026000.0,20.489058,3510.041877363587,78.8600759520023,0.2768021690436013,0.5701290388455336
Cote d'Ivoire,CIV,2011,74694948352,22982002.0,6523170.0,586860740.0,17.13536,3250.1497629318806,87.33080541483952,0.28383819651569087,0.7856766126062746
Cote d'Ivoire,CIV,2012,80387010983,23467082.0,8540010.0,673970940.0,0.0,3425.5222265384336,106.23619283227256,0.36391443980977267,0.8384077623467421
Cote d'Ivoire,CIV,2013,89036824695,23939775.0,9679770.0,761474700.0,27.639814,3719.2005645416466,108.71647807700383,0.40433838663897215,0.8552356877151323
Cote d'Ivoire,CIV,2014,97381355854,24527392.0,9903225.0,842827200.0,23.975592,3970.3102496180595,101.69528769806318,0.40376184308547763,0.8654913382635762
Cote d'Ivoire,CIV,2015,104387895160,25246346.0,9554745.0,934401800.0,27.268425,4134.772420531668,91.53115871677473,0.37846051068142694,0.8951246680161531
Cote d'Ivoire,CIV,2016,111875387972,25989404.0,11982746.0,948216100.0,25.540655,4304.653849391852,107.1079726936815,0.46106274695641347,0.8475645244129282
Cote d'Ivoire,CIV,2017,120166207188,26733377.0,12001905.0,906332740.0,23.776695,4494.987939159351,99.87753862633795,0.44894833151831137,0.7542326259678336
Cote d'Ivoire,CIV,2018,125986032117,27464175.0,10415200.0,891378050.0,14.444557,4587.286241694863,82.66948188611632,0.379228576864224,0.7075213299615628
Cote d'Ivoire,CIV,2019,134198162934,28193014.0,10535081.0,850339840.0,13.41461,4759.979296076681,78.50391368756112,0.37367700381378166,0.6336449183870019
Cote d'Ivoire,CIV,2020,136530017631,28915452.0,11015523.0,801946300.0,11.631985,4721.697507305091,80.68205945575778,0.38095627901649265,0.5873772771109004
Cote d'Ivoire,CIV,2021,146087118857,29639735.0,13669025.0,794976900.0,0.0,4928.7592772674925,93.56762668021518,0.4611723080520119,0.5441800113658053
Cote d'Ivoire,CIV,2022,155935333630,30395003.0,13643841.0,806078100.0,0.0,5130.2950563946315,87.49678910088339,0.44888434457466575,0.5169310131548792
Croatia,HRV,2002,89382504693,4305783.0,21916044.0,928076300.0,30.308147,20758.710945953386,245.1938897357433,5.089909082738261,1.0383198626930874
Croatia,HRV,2003,94387597329,4306682.0,23227370.0,904243300.0,17.380266,21916.546735746917,246.08497998988193,5.393332964913593,0.9580107191924219
Croatia,HRV,2004,98332950488,4310054.0,22854530.0,919173570.0,26.1941,22814.783872313434,232.41985404260842,5.302608737616745,0.9347564223776351
Croatia,HRV,2005,102568635298,4313946.0,23297976.0,866690370.0,28.698723,23776.059157439617,227.1452275084944,5.4006183665720435,0.8449857673176039
Croatia,HRV,2006,107775876089,4315802.0,23499118.0,975115500.0,58.490654,24972.386612963244,218.03690076798554,5.444901781870438,0.9047623043163774
Croatia,HRV,2007,113245525309,4315957.0,24804672.0,1111090000.0,118.42328,26238.798326535692,219.03445573075277,5.747200910481731,0.9811336889190959
Croatia,HRV,2008,115523632790,4314634.0,23520154.0,1327019800.0,39.612976,26774.839485805747,203.59603859372365,5.451251253292863,1.1486998529662495
Croatia,HRV,2009,107185244119,4310537.0,21756484.0,1285402500.0,42.712273,24865.868015748387,202.9802159693302,5.047279260101468,1.1992345686808448
Croatia,HRV,2010,105852855062,4301152.0,20986248.0,1216277000.0,43.3967,24610.3497532754,198.25868643512695,4.8792156147934325,1.1490261639968085
Croatia,HRV,2011,105765056166,4280827.0,20620634.0,1073921400.0,35.861748,24706.687788597857,194.96641657936223,4.816974383688012,1.0153839452554752
Croatia,HRV,2012,103290252427,4259234.0,19056300.0,1046059100.0,0.0,24250.89873601685,184.49272368143323,4.474114359530375,1.0127374804697067
Croatia,HRV,2013,102880403296,4242404.0,18406078.0,1056817700.0,35.896202,24250.49648642609,178.90752184401313,4.338596229873439,1.027229351890662
Croatia,HRV,2014,102442519847,4219485.0,17657192.0,998223550.0,33.612076,24278.441527105795,172.36194527791173,4.1846794099279885,0.9744230730470779
Croatia,HRV,2015,105026687113,4183732.0,17803006.0,924348350.0,36.103123,25103.588641194034,169.5093550922485,4.255293121069896,0.8801080710138729
Croatia,HRV,2016,108768040005,4136438.0,18089980.0,876418900.0,38.326588,26295.09737726034,166.31705415642696,4.3733231345423285,0.8057687717455528
Croatia,HRV,2017,112465689969,4079198.0,18719100.0,958827000.0,40.516716,27570.539593567166,166.44276138935993,4.588916742948001,0.8525506759121744
Croatia,HRV,2018,115637585846,4024868.0,17702566.0,1168566000.0,33.4584,28730.777219526204,153.08660995029192,4.3982972857743405,1.0105416776481604
Croatia,HRV,2019,119568936062,3986338.0,17830288.0,1298294900.0,36.536755,29994.680847936124,149.12140717514183,4.4728490158135115,1.0858128731084433
Croatia,HRV,2020,109296262079,3953957.0,16881604.0,1419348100.0,38.35179,27642.248532040183,154.45728590240236,4.269546684498592,1.2986245576944677
Croatia,HRV,2021,124362693489,3924607.0,17410670.0,1531992300.0,30.408075,31687.935502586628,139.99913890205337,4.436283683945934,1.231874493081405
Croatia,HRV,2022,132256136091,3907031.0,17608212.0,1612803500.0,27.157108,33850.80284517835,133.13720270706014,4.5068012001952376,1.2194545732761286
Curacao,CUW,2002,3818710287,145908.0,4898910.0,0.0,0.0,26172.041882556132,1282.8702969893563,33.57533514269266,0.0
Curacao,CUW,2003,3829715301,147921.0,4902170.0,0.0,0.0,25890.274545196422,1280.0350978361146,33.14046011046437,0.0
Curacao,CUW,2004,3837698767,149805.0,5143367.0,0.0,0.0,25617.961797002772,1340.221656850015,34.33374720469944,0.0
Curacao,CUW,2005,3863657934,151325.0,5097735.0,0.0,0.0,25532.185256897406,1319.4063985686162,33.68732859738972,0.0
Curacao,CUW,2006,3926864854,152518.0,5312857.0,0.0,0.0,25746.89449114203,1352.9513231371318,34.834294968462736,0.0
Curacao,CUW,2007,4023856972,153673.0,5981038.0,0.0,0.0,26184.541018916792,1486.3942833005844,38.92055208136758,0.0
Curacao,CUW,2008,4111900696,154783.0,5752879.0,0.0,0.0,26565.58340386218,1399.0802369318699,37.16738272290885,0.0
Curacao,CUW,2009,4090053829,155834.0,5886515.0,0.0,0.0,26246.22244824621,1439.2267794282861,37.77426620634778,0.0
Curacao,CUW,2010,4093420214,156884.0,4054720.0,0.0,0.0,26092.018395757375,990.5457509913982,25.845337956706867,0.0
Curacao,CUW,2011,4114233519,158572.0,5172702.0,0.0,0.0,25945.523289105266,1257.2699085046756,32.62052569179931,0.0
Curacao,CUW,2012,4099876886,160905.0,6287424.0,0.0,0.0,25480.108672819366,1533.5640983440007,39.07537988253939,0.0
Curacao,CUW,2013,4073814106,163122.0,5932016.0,0.0,0.0,24974.032356150612,1456.1332072720747,36.36551783327816,0.0
Curacao,CUW,2014,4047847682,165041.0,6796720.0,0.0,0.0,24526.315776079882,1679.0948014728187,41.18200931889652,0.0
Curacao,CUW,2015,4066392967,166620.0,7331664.0,0.0,0.0,24405.191255551556,1802.9895436812562,44.00230464530068,0.0
Curacao,CUW,2016,4022975776,167790.0,6203152.0,0.0,0.0,23976.25469932654,1541.9312333438222,36.96973597949818,0.0
Curacao,CUW,2017,3971634185,168524.0,4968384.0,0.0,0.0,23567.1725392229,1250.9671758704533,29.481759274643373,0.0
Curacao,CUW,2018,3888066576,181593.0,4319856.0,0.0,0.0,21410.883547273297,1111.0550489709515,23.788670268127074,0.0
Curacao,CUW,2019,3763410040,189556.0,2253360.0,0.0,0.0,19853.816497499418,598.7548462829737,11.887568845090632,0.0
Curacao,CUW,2020,3084548877,185026.0,1813680.0,0.0,0.0,16670.894236485685,587.9887375180666,9.802298055408428,0.0
Curacao,CUW,2021,3213597516,185324.0,2000544.1,0.0,0.0,17340.428201420214,622.5247841522169,10.794846323196133,0.0
Curacao,CUW,2022,3467150360,185351.0,1939601.0,0.0,0.0,18705.862714525414,559.4222339985279,10.464475508629572,0.0
Cyprus,CYP,2002,24651987961,981443.0,7167065.0,384307840.0,0.0,25118.104628592795,290.7296973914825,7.30257895771838,1.5589324504294895
Cyprus,CYP,2003,25298680140,999602.0,7557280.0,380966700.0,0.0,25308.753023703433,298.7223032260528,7.560288995020018,1.5058757923013133
Cyprus,CYP,2004,26570278812,1017877.0,7786729.0,379660640.0,0.0,26103.62432003081,293.06162178784746,7.649970477768925,1.4288921944941464
Cyprus,CYP,2005,27859735463,1036156.0,7958195.0,394696260.0,0.0,26887.587837159655,285.65220981976415,7.680498882407669,1.4167265174652819
Cyprus,CYP,2006,29172995660,1054425.0,8185880.5,392629950.0,80.49727,27667.20787158878,280.5978719293444,7.763359650994618,1.345867783260761
Cyprus,CYP,2007,30660254948,1072726.0,8504394.0,551053700.0,71.974205,28581.627505998735,277.3751886415657,7.927834321159364,1.7972900125409617
Cyprus,CYP,2008,31778376802,1091028.0,8716733.0,599665540.0,28.68749,29127.003891742468,274.29761609005163,7.989467731350616,1.887023820430814
Cyprus,CYP,2009,31137959136,1109377.0,8471252.0,573260350.0,39.4226,28067.968901464516,272.0554665448836,7.636044374455213,1.8410337925366078
Cyprus,CYP,2010,31765294262,1127825.0,8102210.0,596160640.0,26.489597,28165.091447698003,255.0648494918073,7.18392481103008,1.8767672513368514
Cyprus,CYP,2011,31892812205,1146492.0,7788881.0,523008900.0,10.3225765,27817.73636885386,244.22057703581552,6.793663627831681,1.6398958380910833
Cyprus,CYP,2012,30793523710,1165402.0,7263977.0,492845220.0,7.967881,26423.091525499356,235.8930101150155,6.2330225964946,1.6004833504648632
Cyprus,CYP,2013,28775600004,1183899.0,6583855.0,500847330.0,8.784454,24305.78960198463,228.7999207344,5.561162734321086,1.7405278427917366
Cyprus,CYP,2014,28249205332,1201807.0,6952094.0,477679040.0,17.355612,23505.60891391047,246.09874572736533,5.784700871271344,1.6909468227019366
Cyprus,CYP,2015,29204898466,1219504.0,6972854.0,423796670.0,13.523343,23948.177673873968,238.75631713350126,5.717778703472887,1.4511150261089902
Cyprus,CYP,2016,31089944544,1237116.0,7374974.0,433880600.0,11.932328,25130.985731329965,237.2141252797212,5.961424797674591,1.3955656929074
Cyprus,CYP,2017,32909496095,1254273.0,7505071.0,478367420.0,12.299846,26237.90522079324,228.05183580857866,5.983602453373388,1.453584760517434
Cyprus,CYP,2018,34782981620,1270743.0,7322967.0,520482180.0,12.865923,27372.160712276203,210.53304400417875,5.762744315727098,1.4963702240544152
Cyprus,CYP,2019,36814267716,1286669.0,7344204.0,550999500.0,16.356546,28612.073280696124,199.49341534255498,5.707920218797531,1.4967009645570861
Cyprus,CYP,2020,35565947258,1302250.0,7014958.0,593481700.0,18.36487,27311.151666730657,197.23804765025892,5.38679823382607,1.6686795818899653
Cyprus,CYP,2021,39090997908,1317312.0,7170389.0,634652300.0,18.608644,29674.821081110626,183.4281390532774,5.443197207647088,1.6235254507793415
Cyprus,CYP,2022,41068271475,1331376.0,7197524.0,624230000.0,21.089304,30846.486248062156,175.2575343810474,5.4060791241542585,1.5199811864007846
Czechia,CZE,2002,268073109410,10239474.0,123967850.0,2328979000.0,12.4157295,26180.359402250546,462.44045243045775,12.10685724676873,0.8687850135829854
Czechia,CZE,2003,277680014493,10248907.0,127571890.0,2735409700.0,15.440421,27093.622226545718,459.42049604443514,12.447365362960168,0.9850941937591108
Czechia,CZE,2004,291048255139,10261454.0,128291810.0,3031978000.0,22.381882,28363.256819062874,440.7922319916671,12.502303279827595,1.041744091044963
Czechia,CZE,2005,310262147771,10280158.0,125690856.0,3182501600.0,25.415522,30180.678912814376,405.11179627613035,12.22654904720336,1.0257460095805688
Czechia,CZE,2006,331257378446,10304594.0,126537100.0,3216694800.0,28.400661,32146.572533182774,381.99028378964084,12.279678364814762,0.9710560456314092
